Gene ID,Gene Name,Cluster 1 Weight,Cluster 1 UMI counts/cell,Cluster 2 Weight,Cluster 2 UMI counts/cell,Cluster 3 Weight,Cluster 3 UMI counts/cell,Cluster 4 Weight,Cluster 4 UMI counts/cell
ENSG00000242485,MRPL20,355.82104170556494,3.8745098039215686,-869.72567071411311,0.06255506607929516,341.26904188322112,0.62157809983896939,172.63558712537088,0.65692503176620076
ENSG00000272455,RP4-758J18.13,-4.0666184421980347,0.0,-36.200877897214326,0.0,52.818197178666402,0.0016103059581320451,-12.55070083925426,0.0
ENSG00000235098,ANKRD65,15.672463458720785,0.0039215686274509803,-12.953696936658687,0.000881057268722467,18.156228084892632,0.0032206119162640902,-20.874994606952647,0.0
ENSG00000225285,RP4-758J18.10,-4.0666184421980196,0.0,-36.200877897214312,0.0,52.81819717866626,0.0016103059581320451,-12.550700839254246,0.0
ENSG00000179403,VWA1,81.301489378833892,0.011764705882352941,-50.17791758835142,0.0,-13.727086705888102,0.0,-17.396485084595618,0.0
ENSG00000215915,ATAD3C,29.68524745741583,0.0078431372549019607,-53.718424685710374,0.0,42.657142086290804,0.0016103059581320451,-18.623964857997237,0.0
ENSG00000160072,ATAD3B,209.59110331884884,0.29019607843137257,-278.44329484514134,0.0004405286343612335,-23.136416220751777,0.0096618357487922701,91.988607747028297,0.048284625158831002
ENSG00000197785,ATAD3A,327.71055275360101,0.59215686274509804,-369.84910190755721,0.0013215859030837004,17.133562206247117,0.024154589371980676,25.004986947712752,0.043202033036848796
ENSG00000160075,SSU72,232.19934256243843,1.6901960784313725,-620.99383969914106,0.06255506607929516,420.58858592043595,0.49919484702093397,-31.794088783718266,0.23252858958068615
ENSG00000215014,AL645728.1,17.490043469005816,0.0078431372549019607,-48.114464786894835,0.0,47.305515497306473,0.004830917874396135,-16.68109417942048,0.0
ENSG00000228594,C1orf233,59.223048514071905,0.027450980392156862,-104.44312993240401,0.0,81.430100474189658,0.0080515297906602248,-36.210019055859796,0.0
ENSG00000272106,RP11-345P4.9,53.502537285647684,0.054901960784313725,-173.63767190487278,0.0022026431718061676,132.20700212120914,0.032206119162640899,-12.07186750198824,0.011435832274459974
ENSG00000197530,MIB2,25.24469244209137,0.078431372549019607,-223.7645695826952,0.0026431718061674008,235.18218836973327,0.064412238325281798,-36.662311229122892,0.015247776365946633
ENSG00000189409,MMP23B,-3.7525294117064378,0.0039215686274509803,-95.865390126333821,0.0,121.94745893795363,0.011272141706924315,-22.329539399920012,0.0012706480304955528
ENSG00000248333,CDK11B,99.545497576010575,0.13333333333333333,-212.59763431006351,0.001762114537444934,81.692140502481777,0.022544283413848631,31.359996231561084,0.024142312579415501
ENSG00000272004,RP11-345P4.10,0.76808438391622946,0.011764705882352941,-89.447979987461721,0.0,-0.088617380007288082,0.0016103059581320451,88.768512983560356,0.0076238881829733167
ENSG00000189339,SLC35E2B,17.91724539096333,0.0078431372549019607,-90.708096335754277,0.0013215859030837004,7.0866964131415067,0.0032206119162640902,65.704154531649408,0.011435832274459974
ENSG00000008128,CDK11A,95.224850540924436,0.2627450980392157,-265.77561769949409,0.021145374449339206,63.42488426815197,0.053140096618357488,107.12588289040464,0.086404066073697591
ENSG00000215790,SLC35E2,16.882822154903039,0.0039215686274509803,-59.953363497847825,0.0,32.596390237975058,0.0016103059581320451,10.474151104966303,0.0012706480304955528
ENSG00000008130,NADK,11.051394623446717,0.058823529411764705,-258.65121814893382,0.0013215859030837004,284.38694330853309,0.091787439613526575,-36.787119783051097,0.015247776365946633
ENSG00000078369,GNB1,125.710620177846,0.41960784313725491,-420.18354237614858,0.0066079295154185024,331.63210671675648,0.19806763285024154,-37.159184518448605,0.057179161372299871
ENSG00000231050,RP1-140A9.1,-10.681409839374851,0.0,-53.137859571804441,0.001762114537444934,-26.012374550006975,0.0,89.831643961181186,0.010165184243964422
ENSG00000178821,TMEM52,3.7800307409628102,0.0039215686274509803,-73.708300647345695,0.0,78.45419479704131,0.0064412238325281803,-8.5259248906569862,0.0012706480304955528
ENSG00000067606,PRKCZ,-2.0533794602504907,0.0039215686274509803,-110.31160977762733,0.0,150.6095869889792,0.024154589371980676,-38.244597751099271,0.0
ENSG00000182873,RP11-181G12.2,-5.6836729370540677,0.0,-13.569638031888211,0.0004405286343612335,36.79468587663829,0.0016103059581320451,-17.541374907692397,0.0
ENSG00000162585,C1orf86,178.77906387242029,0.94117647058823528,-616.94844929119836,0.01145374449339207,483.91245789012612,0.4170692431561997,-45.74307247132851,0.12833545108005082
ENSG00000203301,AL590822.1,12.709200567181522,0.0039215686274509803,-44.972916903791713,0.0,47.85564832043891,0.0016103059581320451,-15.591931983826171,0.0
